support,itemsets
0.1921699078812692,frozenset({'definitely'})
0.19114636642784033,frozenset({'near'})
0.19089048106448311,frozenset({'list'})
0.19089048106448311,frozenset({'offering'})
0.18935516888433981,frozenset({'destination'})
0.18833162743091095,frozenset({'less'})
0.18833162743091095,frozenset({'enough'})
0.18705220061412486,frozenset({'better'})
0.1862845445240532,frozenset({'must'})
0.18474923234390994,frozenset({'group'})
0.18449334698055272,frozenset({'minutes'})
0.1842374616171955,frozenset({'course'})
0.1842374616171955,frozenset({'close'})
0.1842374616171955,frozenset({'feel'})
0.1827021494370522,frozenset({'house'})
0.182446264073695,frozenset({'bring'})
0.18219037871033777,frozenset({'beautiful'})
0.18065506653019447,frozenset({'style'})
0.18014329580348004,frozenset({'art'})
0.18014329580348004,frozenset({'traditional'})
0.17911975435005117,frozenset({'per'})
0.17886386898669396,frozenset({'work'})
0.17860798362333674,frozenset({'favourite'})
0.17860798362333674,frozenset({'used'})
0.17835209825997952,frozenset({'various'})
0.1778403275332651,frozenset({'worth'})
0.1778403275332651,frozenset({'thing'})
0.17707267144319344,frozenset({'whole'})
0.17707267144319344,frozenset({'com'})
0.176560900716479,frozenset({'town'})
0.17528147389969292,frozenset({'bit'})
0.17476970317297852,frozenset({'hot'})
0.17374616171954965,frozenset({'south'})
0.17323439099283522,frozenset({'drive'})
0.17272262026612079,frozenset({'never'})
0.17246673490276357,frozenset({'attractions'})
0.17221084953940635,frozenset({'especially'})
0.17093142272262027,frozenset({'keep'})
0.17093142272262027,frozenset({'easy'})
0.17093142272262027,frozenset({'whether'})
0.17067553735926305,frozenset({'takes'})
0.17041965199590584,frozenset({'live'})
0.16965199590583419,frozenset({'visitors'})
0.16939611054247697,frozenset({'side'})
0.16888433981576254,frozenset({'let'})
0.16862845445240532,frozenset({'features'})
0.16862845445240532,frozenset({'experiences'})
0.1683725690890481,frozenset({'flights'})
0.16786079836233367,frozenset({'adventure'})
0.16709314227226202,frozenset({'beach'})
0.1668372569089048,frozenset({'ever'})
0.16606960081883315,frozenset({'photos'})
0.16606960081883315,frozenset({'early'})
0.16606960081883315,frozenset({'together'})
0.16581371545547594,frozenset({'rooms'})
0.16581371545547594,frozenset({'makes'})
0.16402251791197545,frozenset({'guide'})
0.16376663254861823,frozenset({'restaurants'})
0.16376663254861823,frozenset({'destinations'})
0.1632548618219038,frozenset({'instead'})
0.16299897645854658,frozenset({'public'})
0.16299897645854658,frozenset({'times'})
0.16223132036847493,frozenset({'largest'})
0.1619754350051177,frozenset({'views'})
0.1619754350051177,frozenset({'fresh'})
0.1617195496417605,frozenset({'actually'})
0.16069600818833163,frozenset({'walking'})
0.16069600818833163,frozenset({'minute'})
0.16069600818833163,frozenset({'white'})
0.1601842374616172,frozenset({'large'})
0.15967246673490276,frozenset({'point'})
0.15941658137154555,frozenset({'sun'})
0.1589048106448311,frozenset({'far'})
0.1586489252814739,frozenset({'stop'})
0.15813715455475946,frozenset({'level'})
0.15762538382804503,frozenset({'holiday'})
0.15762538382804503,frozenset({'dinner'})
0.1571136131013306,frozenset({'tickets'})
0.15685772773797338,frozenset({'say'})
0.15660184237461616,frozenset({'name'})
0.15634595701125895,frozenset({'access'})
0.15609007164790173,frozenset({'catch'})
0.15609007164790173,frozenset({'chinese'})
0.15532241555783008,frozenset({'morning'})
0.15455475946775846,frozenset({'probably'})
0.15429887410440124,frozenset({'range'})
0.15429887410440124,frozenset({'four'})
0.15404298874104402,frozenset({'private'})
0.1537871033776868,frozenset({'hotels'})
0.1535312180143296,frozenset({'help'})
0.15327533265097237,frozenset({'light'})
0.15301944728761516,frozenset({'yet'})
0.1522517911975435,frozenset({'culture'})
0.15174002047082907,frozenset({'tourists'})
0.15148413510747186,frozenset({'cost'})
0.15148413510747186,frozenset({'pool'})
0.15148413510747186,frozenset({'chance'})
0.15122824974411464,frozenset({'space'})
0.15122824974411464,frozenset({'resort'})
0.15122824974411464,frozenset({'heart'})
0.15020470829068577,frozenset({'modern'})
0.14969293756397134,frozenset({'everyone'})
0.1491811668372569,frozenset({'spend'})
0.1491811668372569,frozenset({'natural'})
0.1489252814738997,frozenset({'left'})
0.1489252814738997,frozenset({'give'})
0.14866939611054247,frozenset({'business'})
0.14815762538382804,frozenset({'history'})
0.14790174002047082,frozenset({'nature'})
0.1476458546571136,frozenset({'however'})
0.1476458546571136,frozenset({'booking'})
0.1473899692937564,frozenset({'country'})
0.14687819856704196,frozenset({'ones'})
0.14636642784032752,frozenset({'information'})
0.14636642784032752,frozenset({'choose'})
0.14636642784032752,frozenset({'opening'})
0.14534288638689866,frozenset({'visited'})
0.14508700102354144,frozenset({'note'})
0.14431934493346982,frozenset({'share'})
0.14380757420675538,frozenset({'photo'})
0.14380757420675538,frozenset({'usually'})
0.14380757420675538,frozenset({'past'})
0.14329580348004095,frozenset({'posts'})
0.14278403275332652,frozenset({'rest'})
0.14227226202661208,frozenset({'car'})
0.14201637666325487,frozenset({'market'})
0.14176049129989765,frozenset({'station'})
0.14176049129989765,frozenset({'interesting'})
0.14150460593654043,frozenset({'prices'})
0.14150460593654043,frozenset({'cool'})
0.140992835209826,frozenset({'nice'})
0.14073694984646878,frozenset({'hand'})
0.14073694984646878,frozenset({'dishes'})
0.13996929375639713,frozenset({'show'})
0.1394575230296827,frozenset({'called'})
0.13920163766632548,frozenset({'variety'})
0.13894575230296827,frozenset({'floor'})
0.13894575230296827,frozenset({'leave'})
0.13868986693961105,frozenset({'nearby'})
0.13843398157625383,frozenset({'outside'})
0.13843398157625383,frozenset({'breakfast'})
0.13817809621289662,frozenset({'visiting'})
0.13766632548618218,frozenset({'already'})
0.13766632548618218,frozenset({'shop'})
0.13741044012282497,frozenset({'weekend'})
0.13741044012282497,frozenset({'bar'})
0.13741044012282497,frozenset({'starting'})
0.13715455475946775,frozenset({'tourist'})
0.13715455475946775,frozenset({'location'})
0.13689866939611053,frozenset({'said'})
0.1363868986693961,frozenset({'bus'})
0.1363868986693961,frozenset({'second'})
0.13613101330603888,frozenset({'heritage'})
0.13561924257932445,frozenset({'price'})
0.1345957011258956,frozenset({'served'})
0.1343398157625384,frozenset({'designed'})
0.1343398157625384,frozenset({'region'})
0.13408393039918118,frozenset({'rather'})
0.13408393039918118,frozenset({'everything'})
0.13357215967246674,frozenset({'throughout'})
0.1330603889457523,frozenset({'thought'})
0.1328045035823951,frozenset({'means'})
0.13254861821903788,frozenset({'national'})
0.13203684749232344,frozenset({'meal'})
0.13178096212896623,frozenset({'miss'})
0.13178096212896623,frozenset({'went'})
0.131525076765609,frozenset({'hard'})
0.1312691914022518,frozenset({'complete'})
0.13101330603889458,frozenset({'table'})
0.13101330603889458,frozenset({'lunch'})
0.13050153531218014,frozenset({'image'})
0.13024564994882293,frozenset({'either'})
0.13024564994882293,frozenset({'exclusive'})
0.1299897645854657,frozenset({'online'})
0.1297338792221085,frozenset({'site'})
0.12947799385875128,frozenset({'iconic'})
0.12947799385875128,frozenset({'put'})
0.12947799385875128,frozenset({'building'})
0.12922210849539406,frozenset({'pick'})
0.12896622313203684,frozenset({'east'})
0.12896622313203684,frozenset({'river'})
0.12871033776867963,frozenset({'based'})
0.12871033776867963,frozenset({'built'})
0.12871033776867963,frozenset({'cultural'})
0.1281985670419652,frozenset({'services'})
0.12768679631525076,frozenset({'ticket'})
0.12768679631525076,frozenset({'travelling'})
0.12768679631525076,frozenset({'includes'})
0.12717502558853633,frozenset({'mind'})
0.12717502558853633,frozenset({'cover'})
0.1266632548618219,frozenset({'seen'})
0.12640736949846468,frozenset({'class'})
0.12615148413510746,frozenset({'red'})
0.12589559877175024,frozenset({'planning'})
0.12589559877175024,frozenset({'half'})
0.12563971340839303,frozenset({'singaporeans'})
0.1251279426816786,frozenset({'expect'})
0.12487205731832139,frozenset({'plan'})
0.12487205731832139,frozenset({'low'})
0.12487205731832139,frozenset({'tourism'})
0.12461617195496417,frozenset({'line'})
0.12461617195496417,frozenset({'green'})
0.12436028659160696,frozenset({'today'})
0.12410440122824974,frozenset({'featuring'})
0.12410440122824974,frozenset({'lots'})
0.12384851586489252,frozenset({'locals'})
0.12384851586489252,frozenset({'easily'})
0.12384851586489252,frozenset({'menu'})
0.12359263050153531,frozenset({'address'})
0.12359263050153531,frozenset({'eat'})
0.12359263050153531,frozenset({'taken'})
0.12308085977482087,frozenset({'wide'})
0.12256908904810644,frozenset({'using'})
0.12256908904810644,frozenset({'among'})
0.12231320368474924,frozenset({'done'})
0.12231320368474924,frozenset({'several'})
0.1218014329580348,frozenset({'rich'})
0.1218014329580348,frozenset({'travellers'})
0.1218014329580348,frozenset({'came'})
0.1218014329580348,frozenset({'kids'})
0.12154554759467759,frozenset({'instagram'})
0.12154554759467759,frozenset({'official'})
0.12128966223132037,frozenset({'least'})
0.12077789150460594,frozenset({'behind'})
0.12077789150460594,frozenset({'round'})
0.12052200614124872,frozenset({'plenty'})
0.12052200614124872,frozenset({'details'})
0.11975435005117707,frozenset({'board'})
0.11949846468781986,frozenset({'outdoor'})
0.11924257932446264,frozenset({'fish'})
0.11924257932446264,frozenset({'extra'})
0.1187308085977482,frozenset({'spots'})
0.1187308085977482,frozenset({'luxury'})
0.1187308085977482,frozenset({'number'})
0.1187308085977482,frozenset({'huge'})
0.11847492323439099,frozenset({'consider'})
0.11821903787103377,frozenset({'person'})
0.11821903787103377,frozenset({'watch'})
0.11821903787103377,frozenset({'tea'})
0.11821903787103377,frozenset({'return'})
0.11821903787103377,frozenset({'often'})
0.11745138178096214,frozenset({'cafe'})
0.11745138178096214,frozenset({'serves'})
0.11745138178096214,frozenset({'japan'})
0.11745138178096214,frozenset({'pay'})
0.1169396110542477,frozenset({'children'})
0.11668372569089049,frozenset({'taste'})
0.11642784032753327,frozenset({'front'})
0.11642784032753327,frozenset({'fact'})
0.11642784032753327,frozenset({'inspired'})
0.11642784032753327,frozenset({'spent'})
0.11642784032753327,frozenset({'till'})
0.11617195496417605,frozenset({'land'})
0.11617195496417605,frozenset({'getaway'})
0.11617195496417605,frozenset({'option'})
0.11617195496417605,frozenset({'simply'})
0.11591606960081884,frozenset({'areas'})
0.11566018423746162,frozenset({'remember'})
0.11566018423746162,frozenset({'buy'})
0.1154042988741044,frozenset({'rice'})
0.11514841351074719,frozenset({'blue'})
0.11489252814738997,frozenset({'facebook'})
0.11489252814738997,frozenset({'filled'})
0.11463664278403275,frozenset({'major'})
0.11463664278403275,frozenset({'exploring'})
0.11463664278403275,frozenset({'train'})
0.11438075742067554,frozenset({'brand'})
0.11438075742067554,frozenset({'china'})
0.11412487205731832,frozenset({'entire'})
0.11412487205731832,frozenset({'quick'})
0.1138689866939611,frozenset({'museum'})
0.1138689866939611,frozenset({'village'})
0.1138689866939611,frozenset({'five'})
0.11361310133060389,frozenset({'choice'})
0.11361310133060389,frozenset({'upon'})
0.11361310133060389,frozenset({'cuisine'})
0.11335721596724667,frozenset({'garden'})
0.11310133060388945,frozenset({'signature'})
0.11284544524053224,frozenset({'late'})
0.11233367451381782,frozenset({'learn'})
0.11233367451381782,frozenset({'thanks'})
0.1120777891504606,frozenset({'week'})
0.11182190378710338,frozenset({'chicken'})
0.11156601842374617,frozenset({'entrance'})
0.11105424769703173,frozenset({'exciting'})
0.11105424769703173,frozenset({'opportunity'})
0.11079836233367452,frozenset({'run'})
0.1105424769703173,frozenset({'started'})
0.11028659160696008,frozenset({'real'})
0.11028659160696008,frozenset({'vibrant'})
0.11003070624360287,frozenset({'japanese'})
0.11003070624360287,frozenset({'inside'})
0.10926305015353122,frozenset({'entertainment'})
0.109007164790174,frozenset({'amazing'})
0.109007164790174,frozenset({'coffee'})
0.10875127942681678,frozenset({'star'})
0.10772773797338792,frozenset({'order'})
0.10747185261003071,frozenset({'ice'})
0.10747185261003071,frozenset({'flying'})
0.10747185261003071,frozenset({'ready'})
0.1072159672466735,frozenset({'central'})
0.10696008188331628,frozenset({'north'})
0.10670419651995906,frozenset({'following'})
0.10670419651995906,frozenset({'saw'})
0.10670419651995906,frozenset({'looks'})
0.10644831115660185,frozenset({'mall'})
0.10619242579324463,frozenset({'middle'})
0.10619242579324463,frozenset({'living'})
0.10619242579324463,frozenset({'sweet'})
0.10593654042988741,frozenset({'grand'})
0.1056806550665302,frozenset({'almost'})
0.1056806550665302,frozenset({'season'})
0.10542476970317298,frozenset({'route'})
0.10542476970317298,frozenset({'boat'})
0.10542476970317298,frozenset({'plus'})
0.10516888433981576,frozenset({'beauty'})
0.10516888433981576,frozenset({'happy'})
0.10491299897645855,frozenset({'play'})
0.10491299897645855,frozenset({'countries'})
0.1041453428863869,frozenset({'themed'})
0.1041453428863869,frozenset({'shops'})
0.10363357215967246,frozenset({'stunning'})
0.10312180143295803,frozenset({'trips'})
0.10286591606960081,frozenset({'quality'})
0.1026100307062436,frozenset({'weather'})
0.1026100307062436,frozenset({'afternoon'})
0.1023541453428864,frozenset({'evening'})
0.10209825997952918,frozenset({'coming'})
0.10209825997952918,frozenset({'given'})
0.10209825997952918,frozenset({'due'})
0.10209825997952918,frozenset({'bay'})
0.10184237461617196,frozenset({'accommodation'})
0.10158648925281474,frozenset({'houses'})
0.10133060388945753,frozenset({'airline'})
0.10133060388945753,frozenset({'ground'})
0.10107471852610031,frozenset({'square'})
0.1008188331627431,frozenset({'affordable'})
0.1008188331627431,frozenset({'call'})
0.1008188331627431,frozenset({'break'})
0.10056294779938588,frozenset({'seafood'})
0.10056294779938588,frozenset({'western'})
0.10056294779938588,frozenset({'brought'})
0.10056294779938588,frozenset({'design'})
0.10030706243602866,frozenset({'comfortable'})
0.10030706243602866,frozenset({'nothing'})
0.10005117707267144,frozenset({'recommend'})
0.10005117707267144,frozenset({'kind'})
