support,itemsets
0.17323439099283522,frozenset({'drive'})
0.10209825997952918,frozenset({'due'})
0.16606960081883315,frozenset({'early'})
0.12384851586489252,frozenset({'easily'})
0.12896622313203684,frozenset({'east'})
0.17093142272262027,frozenset({'easy'})
0.12359263050153531,frozenset({'eat'})
0.13024564994882293,frozenset({'either'})
0.2523029682702149,frozenset({'end'})
0.35516888433981575,frozenset({'enjoy'})
0.18833162743091095,frozenset({'enough'})
0.10926305015353122,frozenset({'entertainment'})
0.11412487205731832,frozenset({'entire'})
0.11156601842374617,frozenset({'entrance'})
0.17221084953940635,frozenset({'especially'})
0.45445240532241554,frozenset({'even'})
0.1023541453428864,frozenset({'evening'})
0.1668372569089048,frozenset({'ever'})
0.2932446264073695,frozenset({'every'})
0.14969293756397134,frozenset({'everyone'})
0.13408393039918118,frozenset({'everything'})
0.11105424769703173,frozenset({'exciting'})
0.13024564994882293,frozenset({'exclusive'})
0.1251279426816786,frozenset({'expect'})
0.47697031729785055,frozenset({'experience'})
0.16862845445240532,frozenset({'experiences'})
0.23259979529170932,frozenset({'explore'})
0.11463664278403275,frozenset({'exploring'})
0.11924257932446264,frozenset({'extra'})
0.11489252814738997,frozenset({'facebook'})
0.11642784032753327,frozenset({'fact'})
0.23285568065506654,frozenset({'family'})
0.22876151484135107,frozenset({'famous'})
0.1589048106448311,frozenset({'far'})
0.17860798362333674,frozenset({'favourite'})
0.16862845445240532,frozenset({'features'})
0.12410440122824974,frozenset({'featuring'})
0.1842374616171955,frozenset({'feel'})
0.11489252814738997,frozenset({'filled'})
0.36821903787103377,frozenset({'find'})
0.11924257932446264,frozenset({'fish'})
0.1138689866939611,frozenset({'five'})
0.2372057318321392,frozenset({'flight'})
0.1683725690890481,frozenset({'flights'})
0.13894575230296827,frozenset({'floor'})
0.10747185261003071,frozenset({'flying'})
0.10670419651995906,frozenset({'following'})
0.37922210849539406,frozenset({'food'})
0.2034288638689867,frozenset({'found'})
0.15429887410440124,frozenset({'four'})
0.3334186284544524,frozenset({'free'})
0.1619754350051177,frozenset({'fresh'})
0.19319344933469806,frozenset({'friendly'})
0.20905834186284544,frozenset({'friends'})
0.11642784032753327,frozenset({'front'})
0.24641760491299897,frozenset({'full'})
0.2433469805527124,frozenset({'fun'})
0.11335721596724667,frozenset({'garden'})
0.11617195496417605,frozenset({'getaway'})
0.20368474923234392,frozenset({'getting'})
0.1489252814738997,frozenset({'give'})
0.10209825997952918,frozenset({'given'})
0.22287615148413512,frozenset({'going'})
0.25435005117707266,frozenset({'got'})
0.10593654042988741,frozenset({'grand'})
0.3132036847492323,frozenset({'great'})
0.12461617195496417,frozenset({'green'})
0.10133060388945753,frozenset({'ground'})
0.18474923234390994,frozenset({'group'})
0.19651995905834185,frozenset({'guests'})
0.16402251791197545,frozenset({'guide'})
0.12589559877175024,frozenset({'half'})
0.14073694984646878,frozenset({'hand'})
0.10516888433981576,frozenset({'happy'})
0.131525076765609,frozenset({'hard'})
0.2418116683725691,frozenset({'head'})
0.15122824974411464,frozenset({'heart'})
0.1535312180143296,frozenset({'help'})
0.13613101330603888,frozenset({'heritage'})
0.14815762538382804,frozenset({'history'})
0.15762538382804503,frozenset({'holiday'})
0.17476970317297852,frozenset({'hot'})
0.3070624360286592,frozenset({'hotel'})
0.1537871033776868,frozenset({'hotels'})
0.24564994882292732,frozenset({'hour'})
0.2883828045035824,frozenset({'hours'})
0.1827021494370522,frozenset({'house'})
0.10158648925281474,frozenset({'houses'})
0.1476458546571136,frozenset({'however'})
0.1187308085977482,frozenset({'huge'})
0.10747185261003071,frozenset({'ice'})
0.12947799385875128,frozenset({'iconic'})
0.13050153531218014,frozenset({'image'})
0.21392016376663256,frozenset({'include'})
0.12768679631525076,frozenset({'includes'})
0.32906857727737976,frozenset({'including'})
0.14636642784032752,frozenset({'information'})
0.11003070624360287,frozenset({'inside'})
0.11642784032753327,frozenset({'inspired'})
0.12154554759467759,frozenset({'instagram'})
0.1632548618219038,frozenset({'instead'})
0.14176049129989765,frozenset({'interesting'})
0.23439099283520984,frozenset({'international'})
0.19242579324462641,frozenset({'island'})
0.11745138178096214,frozenset({'japan'})
0.11003070624360287,frozenset({'japanese'})
0.19805527123848515,frozenset({'journey'})
0.17093142272262027,frozenset({'keep'})
0.1218014329580348,frozenset({'kids'})
0.10005117707267144,frozenset({'kind'})
0.2996417604912999,frozenset({'know'})
0.2602354145342886,frozenset({'known'})
0.11617195496417605,frozenset({'land'})
0.1601842374616172,frozenset({'large'})
0.16223132036847493,frozenset({'largest'})
0.2827533265097236,frozenset({'last'})
0.11284544524053224,frozenset({'late'})
0.11233367451381782,frozenset({'learn'})
0.12128966223132037,frozenset({'least'})
0.13894575230296827,frozenset({'leave'})
0.1489252814738997,frozenset({'left'})
0.18833162743091095,frozenset({'less'})
0.16888433981576254,frozenset({'let'})
0.15813715455475946,frozenset({'level'})
0.2502558853633572,frozenset({'life'})
0.15327533265097237,frozenset({'light'})
0.12461617195496417,frozenset({'line'})
0.19089048106448311,frozenset({'list'})
0.3421187308085977,frozenset({'little'})
0.17041965199590584,frozenset({'live'})
0.10619242579324463,frozenset({'living'})
0.33725690890481064,frozenset({'local'})
0.12384851586489252,frozenset({'locals'})
0.336489252814739,frozenset({'located'})
0.13715455475946775,frozenset({'location'})
0.323439099283521,frozenset({'long'})
0.31908904810644834,frozenset({'look'})
0.3039918116683726,frozenset({'looking'})
0.10670419651995906,frozenset({'looks'})
0.22543500511770725,frozenset({'lot'})
0.12410440122824974,frozenset({'lots'})
0.2262026612077789,frozenset({'love'})
0.12487205731832139,frozenset({'low'})
0.13101330603889458,frozenset({'lunch'})
0.1187308085977482,frozenset({'luxury'})
0.31525076765609006,frozenset({'made'})
0.20240532241555784,frozenset({'main'})
0.11463664278403275,frozenset({'major'})
0.16581371545547594,frozenset({'makes'})
0.2292732855680655,frozenset({'making'})
0.19779938587512794,frozenset({'malaysia'})
0.10644831115660185,frozenset({'mall'})
0.40199590583418626,frozenset({'many'})
0.14201637666325487,frozenset({'market'})
0.2865916069600819,frozenset({'may'})
0.13203684749232344,frozenset({'meal'})
0.1328045035823951,frozenset({'means'})
0.12384851586489252,frozenset({'menu'})
0.10619242579324463,frozenset({'middle'})
0.21494370522006143,frozenset({'might'})
0.12717502558853633,frozenset({'mind'})
0.16069600818833163,frozenset({'minute'})
0.18449334698055272,frozenset({'minutes'})
0.13178096212896623,frozenset({'miss'})
0.15020470829068577,frozenset({'modern'})
0.15532241555783008,frozenset({'morning'})
0.32906857727737976,frozenset({'much'})
0.1138689866939611,frozenset({'museum'})
0.1862845445240532,frozenset({'must'})
0.15660184237461616,frozenset({'name'})
0.13254861821903788,frozenset({'national'})
0.1491811668372569,frozenset({'natural'})
0.14790174002047082,frozenset({'nature'})
0.19114636642784033,frozenset({'near'})
0.13868986693961105,frozenset({'nearby'})
0.2709825997952917,frozenset({'need'})
0.17272262026612079,frozenset({'never'})
0.140992835209826,frozenset({'nice'})
0.353121801432958,frozenset({'night'})
0.10696008188331628,frozenset({'north'})
0.14508700102354144,frozenset({'note'})
0.10030706243602866,frozenset({'nothing'})
0.1187308085977482,frozenset({'number'})
0.22645854657113612,frozenset({'offer'})
0.19089048106448311,frozenset({'offering'})
0.2996417604912999,frozenset({'offers'})
0.12154554759467759,frozenset({'official'})
0.11821903787103377,frozenset({'often'})
0.26228249744114635,frozenset({'old'})
0.14687819856704196,frozenset({'ones'})
0.1299897645854657,frozenset({'online'})
0.2387410440122825,frozenset({'open'})
0.14636642784032752,frozenset({'opening'})
0.11105424769703173,frozenset({'opportunity'})
0.11617195496417605,frozenset({'option'})
0.19447287615148415,frozenset({'options'})
0.10772773797338792,frozenset({'order'})
0.11949846468781986,frozenset({'outdoor'})
0.13843398157625383,frozenset({'outside'})
0.24923234390992835,frozenset({'park'})
0.2868474923234391,frozenset({'part'})
0.14380757420675538,frozenset({'past'})
0.11745138178096214,frozenset({'pay'})
0.17911975435005117,frozenset({'per'})
0.2277379733879222,frozenset({'perfect'})
0.11821903787103377,frozenset({'person'})
0.14380757420675538,frozenset({'photo'})
0.16606960081883315,frozenset({'photos'})
0.12922210849539406,frozenset({'pick'})
0.35977482088024565,frozenset({'place'})
0.19626407369498464,frozenset({'places'})
0.12487205731832139,frozenset({'plan'})
0.12589559877175024,frozenset({'planning'})
0.10491299897645855,frozenset({'play'})
0.12052200614124872,frozenset({'plenty'})
0.10542476970317298,frozenset({'plus'})
0.15967246673490276,frozenset({'point'})
0.15148413510747186,frozenset({'pool'})
0.27840327533265097,frozenset({'popular'})
0.20803480040941658,frozenset({'post'})
0.14329580348004095,frozenset({'posts'})
0.25972364380757423,frozenset({'pretty'})
0.13561924257932445,frozenset({'price'})
0.14150460593654043,frozenset({'prices'})
0.15404298874104402,frozenset({'private'})
0.15455475946775846,frozenset({'probably'})
0.16299897645854658,frozenset({'public'})
0.12947799385875128,frozenset({'put'})
0.10286591606960081,frozenset({'quality'})
0.11412487205731832,frozenset({'quick'})
0.2372057318321392,frozenset({'quite'})
0.15429887410440124,frozenset({'range'})
0.13408393039918118,frozenset({'rather'})
0.2018935516888434,frozenset({'read'})
0.10747185261003071,frozenset({'ready'})
0.11028659160696008,frozenset({'real'})
0.27379733879222107,frozenset({'really'})
0.10005117707267144,frozenset({'recommend'})
0.12615148413510746,frozenset({'red'})
0.1343398157625384,frozenset({'region'})
0.11566018423746162,frozenset({'remember'})
0.15122824974411464,frozenset({'resort'})
0.14278403275332652,frozenset({'rest'})
0.2290174002047083,frozenset({'restaurant'})
0.16376663254861823,frozenset({'restaurants'})
0.11821903787103377,frozenset({'return'})
0.1154042988741044,frozenset({'rice'})
0.1218014329580348,frozenset({'rich'})
0.20266120777891505,frozenset({'ride'})
0.30885363357215967,frozenset({'right'})
0.12896622313203684,frozenset({'river'})
0.20061412487205732,frozenset({'road'})
0.24590583418628453,frozenset({'room'})
0.16581371545547594,frozenset({'rooms'})
0.12077789150460594,frozenset({'round'})
0.10542476970317298,frozenset({'route'})
0.11079836233367452,frozenset({'run'})
0.13689866939611053,frozenset({'said'})
0.10670419651995906,frozenset({'saw'})
0.15685772773797338,frozenset({'say'})
0.2018935516888434,frozenset({'sea'})
0.10056294779938588,frozenset({'seafood'})
0.1056806550665302,frozenset({'season'})
0.1363868986693961,frozenset({'second'})
0.1266632548618219,frozenset({'seen'})
0.1345957011258956,frozenset({'served'})
0.11745138178096214,frozenset({'serves'})
0.19421699078812693,frozenset({'service'})
0.1281985670419652,frozenset({'services'})
0.27917093142272265,frozenset({'set'})
0.12231320368474924,frozenset({'several'})
0.14431934493346982,frozenset({'share'})
0.13766632548618218,frozenset({'shop'})
0.21417604912998978,frozenset({'shopping'})
0.1041453428863869,frozenset({'shops'})
0.2034288638689867,frozenset({'short'})
0.13996929375639713,frozenset({'show'})
0.16939611054247697,frozenset({'side'})
0.11310133060388945,frozenset({'signature'})
0.11617195496417605,frozenset({'simply'})
0.227482088024565,frozenset({'since'})
0.5424769703172978,frozenset({'singapore'})
0.12563971340839303,frozenset({'singaporeans'})
0.1297338792221085,frozenset({'site'})
0.22057318321392017,frozenset({'small'})
0.22799385875127942,frozenset({'something'})
0.17374616171954965,frozenset({'south'})
0.15122824974411464,frozenset({'space'})
0.20112589559877175,frozenset({'special'})
0.1491811668372569,frozenset({'spend'})
0.11642784032753327,frozenset({'spent'})
0.19472876151484136,frozenset({'spot'})
0.1187308085977482,frozenset({'spots'})
0.10107471852610031,frozenset({'square'})
0.10875127942681678,frozenset({'star'})
0.1985670419651996,frozenset({'start'})
0.1105424769703173,frozenset({'started'})
0.13741044012282497,frozenset({'starting'})
0.14176049129989765,frozenset({'station'})
0.3155066530194473,frozenset({'stay'})
0.3075742067553736,frozenset({'still'})
0.1586489252814739,frozenset({'stop'})
0.19779938587512794,frozenset({'street'})
0.10363357215967246,frozenset({'stunning'})
0.18065506653019447,frozenset({'style'})
0.15941658137154555,frozenset({'sun'})
0.22952917093142272,frozenset({'sure'})
0.10619242579324463,frozenset({'sweet'})
0.13101330603889458,frozenset({'table'})
0.4728761514841351,frozenset({'take'})
0.12359263050153531,frozenset({'taken'})
0.17067553735926305,frozenset({'takes'})
0.20240532241555784,frozenset({'taking'})
0.11668372569089049,frozenset({'taste'})
0.11821903787103377,frozenset({'tea'})
0.11233367451381782,frozenset({'thanks'})
0.1041453428863869,frozenset({'themed'})
0.1778403275332651,frozenset({'thing'})
0.21417604912998978,frozenset({'think'})
0.214431934493347,frozenset({'though'})
0.1330603889457523,frozenset({'thought'})
0.214431934493347,frozenset({'three'})
0.13357215967246674,frozenset({'throughout'})
0.12768679631525076,frozenset({'ticket'})
0.1571136131013306,frozenset({'tickets'})
0.11642784032753327,frozenset({'till'})
0.16299897645854658,frozenset({'times'})
0.12436028659160696,frozenset({'today'})
0.16606960081883315,frozenset({'together'})
0.1985670419651996,frozenset({'took'})
0.28019447287615146,frozenset({'top'})
0.12487205731832139,frozenset({'tourism'})
0.13715455475946775,frozenset({'tourist'})
0.15174002047082907,frozenset({'tourists'})
0.176560900716479,frozenset({'town'})
0.18014329580348004,frozenset({'traditional'})
0.11463664278403275,frozenset({'train'})
0.41299897645854655,frozenset({'travel'})
0.1218014329580348,frozenset({'travellers'})
0.12768679631525076,frozenset({'travelling'})
0.10312180143295803,frozenset({'trips'})
0.3984135107471853,frozenset({'two'})
0.22876151484135107,frozenset({'unique'})
0.11361310133060389,frozenset({'upon'})
0.3462128966223132,frozenset({'us'})
0.20266120777891505,frozenset({'use'})
0.17860798362333674,frozenset({'used'})
0.12256908904810644,frozenset({'using'})
0.14380757420675538,frozenset({'usually'})
0.13920163766632548,frozenset({'variety'})
0.17835209825997952,frozenset({'various'})
0.24744114636642783,frozenset({'via'})
0.11028659160696008,frozenset({'vibrant'})
0.2359263050153531,frozenset({'view'})
0.1619754350051177,frozenset({'views'})
0.1138689866939611,frozenset({'village'})
0.14534288638689866,frozenset({'visited'})
0.13817809621289662,frozenset({'visiting'})
0.16965199590583419,frozenset({'visitors'})
0.23797338792221084,frozenset({'walk'})
0.16069600818833163,frozenset({'walking'})
0.30834186284544524,frozenset({'want'})
0.11821903787103377,frozenset({'watch'})
0.23694984646878198,frozenset({'water'})
0.40736949846468784,frozenset({'way'})
0.1026100307062436,frozenset({'weather'})
0.23336745138178097,frozenset({'website'})
0.1120777891504606,frozenset({'week'})
0.13741044012282497,frozenset({'weekend'})
0.4936028659160696,frozenset({'well'})
0.13178096212896623,frozenset({'went'})
0.10056294779938588,frozenset({'western'})
0.17093142272262027,frozenset({'whether'})
0.16069600818833163,frozenset({'white'})
0.17707267144319344,frozenset({'whole'})
0.12308085977482087,frozenset({'wide'})
0.22031729785056295,frozenset({'within'})
0.2418116683725691,frozenset({'without'})
0.17886386898669396,frozenset({'work'})
0.45573183213920165,frozenset({'world'})
0.1778403275332651,frozenset({'worth'})
0.33111566018423744,frozenset({'would'})
0.3208802456499488,frozenset({'year'})
0.2308085977482088,frozenset({'years'})
0.15301944728761516,frozenset({'yet'})
0.13485158648925283,"frozenset({'around', 'able'})"
0.1154042988741044,"frozenset({'able', 'back'})"
0.10209825997952918,"frozenset({'able', 'best'})"
0.10516888433981576,"frozenset({'able', 'check'})"
0.1026100307062436,"frozenset({'city', 'able'})"
0.131525076765609,"frozenset({'day', 'able'})"
0.1379222108495394,"frozenset({'even', 'able'})"
0.1120777891504606,"frozenset({'experience', 'able'})"
0.10977482088024565,"frozenset({'find', 'able'})"
0.1023541453428864,"frozenset({'little', 'able'})"
0.11233367451381782,"frozenset({'many', 'able'})"
0.10363357215967246,"frozenset({'able', 'much'})"
0.1041453428863869,"frozenset({'place', 'able'})"
0.12001023541453429,"frozenset({'singapore', 'able'})"
0.12589559877175024,"frozenset({'take', 'able'})"
0.10875127942681678,"frozenset({'want', 'able'})"
0.12308085977482087,"frozenset({'way', 'able'})"
0.1312691914022518,"frozenset({'well', 'able'})"
0.1056806550665302,"frozenset({'would', 'able'})"
0.12001023541453429,"frozenset({'along', 'across'})"
0.10491299897645855,"frozenset({'another', 'across'})"
0.11284544524053224,"frozenset({'area', 'across'})"
0.1653019447287615,"frozenset({'around', 'across'})"
0.10542476970317298,"frozenset({'available', 'across'})"
0.12001023541453429,"frozenset({'away', 'across'})"
0.13715455475946775,"frozenset({'back', 'across'})"
0.1266632548618219,"frozenset({'across', 'best'})"
0.12589559877175024,"frozenset({'check', 'across'})"
0.15122824974411464,"frozenset({'city', 'across'})"
0.17272262026612079,"frozenset({'day', 'across'})"
0.12947799385875128,"frozenset({'enjoy', 'across'})"
0.15148413510747186,"frozenset({'even', 'across'})"
0.10593654042988741,"frozenset({'every', 'across'})"
0.15404298874104402,"frozenset({'experience', 'across'})"
0.12717502558853633,"frozenset({'find', 'across'})"
0.12205731832139202,"frozenset({'across', 'food'})"
0.12589559877175024,"frozenset({'free', 'across'})"
0.109007164790174,"frozenset({'great', 'across'})"
0.10593654042988741,"frozenset({'hotel', 'across'})"
0.10312180143295803,"frozenset({'across', 'hours'})"
0.1253838280450358,"frozenset({'including', 'across'})"
0.1008188331627431,"frozenset({'know', 'across'})"
0.11284544524053224,"frozenset({'little', 'across'})"
0.11949846468781986,"frozenset({'local', 'across'})"
0.11770726714431934,"frozenset({'located', 'across'})"
0.11898669396110542,"frozenset({'long', 'across'})"
0.11668372569089049,"frozenset({'look', 'across'})"
0.11079836233367452,"frozenset({'looking', 'across'})"
0.10312180143295803,"frozenset({'made', 'across'})"
0.14150460593654043,"frozenset({'many', 'across'})"
0.1041453428863869,"frozenset({'across', 'may'})"
0.11156601842374617,"frozenset({'across', 'much'})"
0.1202661207778915,"frozenset({'night', 'across'})"
0.10516888433981576,"frozenset({'offers', 'across'})"
0.12282497441146366,"frozenset({'place', 'across'})"
0.10542476970317298,"frozenset({'popular', 'across'})"
0.11131013306038895,"frozenset({'right', 'across'})"
0.15992835209825998,"frozenset({'singapore', 'across'})"
0.10184237461617196,"frozenset({'across', 'stay'})"
0.10644831115660185,"frozenset({'still', 'across'})"
0.16376663254861823,"frozenset({'take', 'across'})"
0.10107471852610031,"frozenset({'top', 'across'})"
0.13101330603889458,"frozenset({'travel', 'across'})"
0.12615148413510746,"frozenset({'two', 'across'})"
0.11335721596724667,"frozenset({'us', 'across'})"
0.10747185261003071,"frozenset({'want', 'across'})"
0.14534288638689866,"frozenset({'way', 'across'})"
0.1683725690890481,"frozenset({'well', 'across'})"
0.1491811668372569,"frozenset({'world', 'across'})"
0.10875127942681678,"frozenset({'would', 'across'})"
0.10312180143295803,"frozenset({'year', 'across'})"
0.1312691914022518,"frozenset({'actually', 'around'})"
0.11821903787103377,"frozenset({'actually', 'back'})"
0.1072159672466735,"frozenset({'actually', 'check'})"
0.1202661207778915,"frozenset({'actually', 'day'})"
0.1269191402251791,"frozenset({'actually', 'even'})"
0.10440122824974411,"frozenset({'actually', 'find'})"
0.11310133060388945,"frozenset({'actually', 'little'})"
0.1041453428863869,"frozenset({'many', 'actually'})"
0.10286591606960081,"frozenset({'actually', 'much'})"
0.10593654042988741,"frozenset({'actually', 'place'})"
0.10388945752302968,"frozenset({'pretty', 'actually'})"
0.10056294779938588,"frozenset({'actually', 'quite'})"
0.10644831115660185,"frozenset({'really', 'actually'})"
0.10286591606960081,"frozenset({'right', 'actually'})"
0.11617195496417605,"frozenset({'actually', 'take'})"
0.1023541453428864,"frozenset({'actually', 'want'})"
0.11591606960081884,"frozenset({'way', 'actually'})"
0.12359263050153531,"frozenset({'actually', 'well'})"
0.1023541453428864,"frozenset({'would', 'actually'})"
0.10875127942681678,"frozenset({'day', 'adventure'})"
0.11079836233367452,"frozenset({'experience', 'adventure'})"
0.1056806550665302,"frozenset({'air', 'along'})"
0.10337768679631525,"frozenset({'air', 'area'})"
0.14483111566018425,"frozenset({'air', 'around'})"
0.1120777891504606,"frozenset({'air', 'away'})"
0.12128966223132037,"frozenset({'air', 'back'})"
0.11847492323439099,"frozenset({'air', 'best'})"
0.10772773797338792,"frozenset({'air', 'check'})"
0.12947799385875128,"frozenset({'air', 'city'})"
0.1491811668372569,"frozenset({'air', 'day'})"
0.1056806550665302,"frozenset({'air', 'enjoy'})"
0.14150460593654043,"frozenset({'air', 'even'})"
0.13996929375639713,"frozenset({'air', 'experience'})"
0.1169396110542477,"frozenset({'air', 'find'})"
0.1138689866939611,"frozenset({'air', 'food'})"
0.10107471852610031,"frozenset({'air', 'free'})"
0.10516888433981576,"frozenset({'air', 'little'})"
0.10849539406345957,"frozenset({'air', 'located'})"
0.1056806550665302,"frozenset({'long', 'air'})"
0.10005117707267144,"frozenset({'air', 'look'})"
0.1008188331627431,"frozenset({'made', 'air'})"
0.12256908904810644,"frozenset({'many', 'air'})"
0.10005117707267144,"frozenset({'air', 'much'})"
0.1072159672466735,"frozenset({'air', 'night'})"
0.11514841351074719,"frozenset({'air', 'place'})"
0.13664278403275332,"frozenset({'air', 'singapore'})"
0.1461105424769703,"frozenset({'air', 'take'})"
0.11847492323439099,"frozenset({'air', 'travel'})"
0.11182190378710338,"frozenset({'air', 'two'})"
0.10363357215967246,"frozenset({'air', 'us'})"
0.12615148413510746,"frozenset({'way', 'air'})"
0.14534288638689866,"frozenset({'air', 'well'})"
0.1253838280450358,"frozenset({'air', 'world'})"
0.10030706243602866,"frozenset({'would', 'air'})"
0.11566018423746162,"frozenset({'airport', 'around'})"
0.1023541453428864,"frozenset({'airport', 'back'})"
0.10312180143295803,"frozenset({'airport', 'city'})"
0.1218014329580348,"frozenset({'airport', 'day'})"
0.10619242579324463,"frozenset({'airport', 'even'})"
0.10644831115660185,"frozenset({'airport', 'experience'})"
0.10337768679631525,"frozenset({'airport', 'flight'})"
0.13203684749232344,"frozenset({'airport', 'singapore'})"
0.11284544524053224,"frozenset({'airport', 'take'})"
0.1169396110542477,"frozenset({'airport', 'travel'})"
0.1023541453428864,"frozenset({'airport', 'way'})"
0.11284544524053224,"frozenset({'airport', 'well'})"
0.13408393039918118,"frozenset({'another', 'along'})"
0.16862845445240532,"frozenset({'area', 'along'})"
0.2259467758444217,"frozenset({'around', 'along'})"
0.10696008188331628,"frozenset({'available', 'along'})"
0.15404298874104402,"frozenset({'away', 'along'})"
0.1937052200614125,"frozenset({'along', 'back'})"
0.16095189355168885,"frozenset({'along', 'best'})"
0.1072159672466735,"frozenset({'centre', 'along'})"
0.16581371545547594,"frozenset({'along', 'check'})"
0.17681678607983622,"frozenset({'city', 'along'})"
0.12103377686796316,"frozenset({'could', 'along'})"
0.22492323439099285,"frozenset({'day', 'along'})"
0.11131013306038895,"frozenset({'days', 'along'})"
0.10005117707267144,"frozenset({'definitely', 'along'})"
0.1253838280450358,"frozenset({'different', 'along'})"
0.11514841351074719,"frozenset({'end', 'along'})"
0.140992835209826,"frozenset({'enjoy', 'along'})"
0.19677584442169907,"frozenset({'even', 'along'})"
0.11745138178096214,"frozenset({'every', 'along'})"
0.17400204708290687,"frozenset({'experience', 'along'})"
0.11233367451381782,"frozenset({'explore', 'along'})"
0.12001023541453429,"frozenset({'famous', 'along'})"
0.16760491299897645,"frozenset({'find', 'along'})"
0.16786079836233367,"frozenset({'along', 'food'})"
0.10542476970317298,"frozenset({'found', 'along'})"
0.13357215967246674,"frozenset({'free', 'along'})"
0.11310133060388945,"frozenset({'along', 'full'})"
0.11335721596724667,"frozenset({'fun', 'along'})"
0.10644831115660185,"frozenset({'getting', 'along'})"
0.10440122824974411,"frozenset({'along', 'going'})"
0.11821903787103377,"frozenset({'got', 'along'})"
0.1491811668372569,"frozenset({'great', 'along'})"
0.13101330603889458,"frozenset({'head', 'along'})"
0.1218014329580348,"frozenset({'hotel', 'along'})"
